TRADEDATE,SECID,SHORTNAME,ASSETCODE,VALUE,VOLUME,NUMTRADES,OPENPOSITION,OPENPOSITIONVALUE,year,month,day
2026-03-02,GLDRUBF,GLDRUBF,GLDRUBTOM,16592387694.0,1239841.0,96698,958024,12791440645.6,2026,3,2
2026-03-02,GLH6,GL-3.26,GL,6089162299.7,452789.0,47895,1249974,16781900929.2,2026,3,2
2026-03-02,GLM6,GL-6.26,GL,547897567.2,39532.0,11516,504936,7004371204.8,2026,3,2
2026-03-02,GLU6,GL-9.26,GL,29039790.6,2047.0,1031,10784,153106918.4,2026,3,2
2026-03-02,GLZ6,GL-12.26,GL,19583135.7,1346.0,765,7376,107160740.8,2026,3,2
2026-03-02,GNH6,GOLDM-3.26,GOLDM,1340317174.42,32373.0,12165,8438,348742540.0,2026,3,2
2026-03-02,GNM6,GOLDM-6.26,GOLDM,75457411.14,1796.0,1090,988,41359379.36,2026,3,2
2026-03-02,GNU6,GOLDM-9.26,GOLDM,4608974.54,109.0,105,118,4954618.22,2026,3,2
2026-03-02,GNZ6,GOLDM-12.26,GOLDM,1864205.6,44.0,42,48,2029069.44,2026,3,2
2026-03-02,GUH6,GBPU-3.26,GBPU,1851976.4,18.0,10,4834,497209336.14,2026,3,2
2026-03-02,GZH6,GAZR-3.26,GAZR,8314672464.0,635382.0,97848,1424558,18609001154.0,2026,3,2
2026-03-02,GZM6,GAZR-6.26,GAZR,359313027.0,26514.0,8146,71976,976570368.0,2026,3,2
2026-03-02,GZU6,GAZR-9.26,GAZR,7954414.0,569.0,267,6520,91084400.0,2026,3,2
2026-03-02,GZZ6,GAZR-12.26,GAZR,9710763.0,668.0,282,1816,26192168.0,2026,3,2
2026-03-02,HDH6,HEAD-3.26,HEAD,32579202.0,10755.0,620,33120,98730720.0,2026,3,2
2026-03-02,HDM6,HEAD-6.26,HEAD,1720926.0,581.0,115,5336,15730528.0,2026,3,2
2026-03-02,HKH6,HKD-3.26,HKD,19713.0,2.0,2,250,2469750.0,2026,3,2
2026-03-02,HOH6,HOME-3.26,HOME,553440.0,16.0,6,1338,46281420.0,2026,3,2
2026-03-02,HOM6,HOME-6.26,HOME,72130.0,2.0,2,86,3090840.0,2026,3,2
2026-03-02,HSH6,HANG-3.26,HANG,27504747.86,10552.0,454,93530,244243306.7,2026,3,2
2026-03-02,HSM6,HANG-6.26,HANG,1101750.62,413.0,79,2146,5655139.2,2026,3,2
2026-03-02,HYH6,HYDR-3.26,HYDR,32273422.0,7170.0,843,25746,116783856.0,2026,3,2
2026-03-02,HYM6,HYDR-6.26,HYDR,1706585.0,368.0,111,6838,32029192.0,2026,3,2
2026-03-02,IBH6,IBIT-3.26,IBIT,1000817824.3,340071.0,15104,1553432,4782131671.76,2026,3,2
2026-03-02,IBM6,IBIT-6.26,IBIT,111523289.23,36501.0,3550,268910,856459526.3,2026,3,2
2026-03-02,IMOEXF,IMOEXF,IMOEX,22680742495.0,801235.0,52961,1184230,33578841650.0,2026,3,2
2026-03-02,IPH6,IPO-3.26,IPO,33895.0,57.0,13,934,551994.0,2026,3,2
2026-03-02,IPM6,IPO-6.26,IPO,10670.0,18.0,9,268,158388.0,2026,3,2
2026-03-02,IRH6,IRAO-3.26,IRAO,75773072.0,2318.0,1026,6926,228800410.0,2026,3,2
2026-03-02,IRM6,IRAO-6.26,IRAO,19630623.0,632.0,352,2270,70991980.0,2026,3,2
2026-03-02,ISH6,ISKJ-3.26,ISKJ,1843581.0,2736.0,54,7644,5106192.0,2026,3,2
2026-03-02,ISM6,ISKJ-6.26,ISKJ,30626.0,44.0,5,540,374760.0,2026,3,2
2026-03-02,IVH6,IVAT-3.26,IVAT,5400048.0,346.0,135,1670,25529290.0,2026,3,2
2026-03-02,IVM6,IVAT-6.26,IVAT,1142197.0,71.0,41,172,2705904.0,2026,3,2
2026-03-02,JPH6,UJPY-3.26,UJPY,18890945.87,244.0,46,1470,114221940.0,2026,3,2
2026-03-02,JPM6,UJPY-6.26,UJPY,1306436.66,17.0,8,84,6466037.76,2026,3,2
2026-03-02,KCJ6,COFFEE-4.26,COFFEE,179083609.34,80828.0,5006,242730,547356150.0,2026,3,2
2026-03-02,KCM6,COFFEE-6.26,COFFEE,2935012.16,1307.0,340,5396,12276223.76,2026,3,2
2026-03-02,KMH6,KMAZ-3.26,KMAZ,10883453.0,12698.0,195,20022,16958634.0,2026,3,2
2026-03-02,KMM6,KMAZ-6.26,KMAZ,256453.0,289.0,22,4678,4130674.0,2026,3,2
2026-03-02,KZH6,KZT-3.26,KZT,15723.0,1.0,1,114,1792422.0,2026,3,2
2026-03-02,LEH6,LEAS-3.26,LEAS,1539997.0,2304.0,59,72392,48357856.0,2026,3,2
2026-03-02,LEM6,LEAS-6.26,LEAS,34811.0,51.0,16,92,62744.0,2026,3,2
2026-03-02,LKH6,LKOH-3.26,LKOH,3895646952.0,70822.0,21960,301222,16750955420.0,2026,3,2
2026-03-02,LKM6,LKOH-6.26,LKOH,149045716.0,2761.0,1551,10422,573210000.0,2026,3,2
2026-03-02,LKU6,LKOH-9.26,LKOH,9376093.0,169.0,146,522,29240874.0,2026,3,2
2026-03-02,LKZ6,LKOH-12.26,LKOH,3243802.0,58.0,54,162,9083340.0,2026,3,2
2026-03-02,MAH6,MMI-3.26,MMI,1805037.0,257.0,22,256,1786112.0,2026,3,2
2026-03-02,MAM6,MMI-6.26,MMI,319397.0,43.0,26,142,1057900.0,2026,3,2
2026-03-02,MCH6,MTLR-3.26,MTLR,38941051.0,5320.0,1128,26866,195584480.0,2026,3,2
2026-03-02,MCM6,MTLR-6.26,MTLR,5781662.0,789.0,184,1470,10897110.0,2026,3,2
2026-03-02,MDH6,MDMG-3.26,MDMG,11799057.0,802.0,284,2720,39970400.0,2026,3,2
2026-03-02,MDM6,MDMG-6.26,MDMG,1602048.0,106.0,46,458,6950608.0,2026,3,2
2026-03-02,MEH6,MOEX-3.26,MOEX,123660393.0,6750.0,1762,15006,273514362.0,2026,3,2
2026-03-02,MEM6,MOEX-6.26,MOEX,9329116.0,500.0,197,3184,59165088.0,2026,3,2
2026-03-02,MGH6,MAGN-3.26,MAGN,274699928.0,8747.0,2984,28602,900476766.0,2026,3,2
2026-03-02,MGM6,MAGN-6.26,MAGN,67065247.0,2055.0,1080,9308,304511220.0,2026,3,2
2026-03-02,MMH6,MXI-3.26,MXI,10002479416.5,350396.0,74993,363996,10391903802.0,2026,3,2
2026-03-02,MMH7,MXI-3.27,MXI,154280.5,5.0,4,790,24349380.0,2026,3,2
2026-03-02,MMM6,MXI-6.26,MXI,472708051.5,16098.0,7299,30962,910174433.0,2026,3,2
2026-03-02,MMM7,MXI-6.27,MXI,2631020.0,84.0,41,1136,36008928.0,2026,3,2
2026-03-02,MMU6,MXI-9.26,MXI,12634866.0,425.0,336,9046,268724999.0,2026,3,2
2026-03-02,MMU7,MXI-9.27,MXI,64230.0,2.0,2,278,8949237.0,2026,3,2
2026-03-02,MMZ6,MXI-12.26,MXI,1557122.5,51.0,41,1284,39307734.0,2026,3,2
2026-03-02,MMZ7,MXI-12.27,MXI,634080.5,19.0,12,490,16226350.0,2026,3,2
2026-03-02,MNH6,MGNT-3.26,MGNT,169114028.0,50785.0,3408,203828,668555840.0,2026,3,2
2026-03-02,MNM6,MGNT-6.26,MGNT,33039640.0,9487.0,944,27860,95114040.0,2026,3,2
2026-03-02,MTH6,MTSI-3.26,MTSI,91332582.0,3927.0,1395,16782,392614890.0,2026,3,2
2026-03-02,MTM6,MTSI-6.26,MTSI,8423228.0,347.0,167,1908,46398744.0,2026,3,2
2026-03-02,MVH6,MVID-3.26,MVID,2570552.0,3463.0,160,292314,216020046.0,2026,3,2
2026-03-02,MVM6,MVID-6.26,MVID,1978223.0,2937.0,154,96316,65494880.0,2026,3,2
2026-03-02,MXH6,MIX-3.26,MIX,49805585950.0,174522.0,62979,427930,122195411500.0,2026,3,2
2026-03-02,MXH7,MIX-3.27,MIX,1243625.0,4.0,4,46,14312900.0,2026,3,2
2026-03-02,MXM6,MIX-6.26,MIX,1647301800.0,5610.0,3598,15120,4443012000.0,2026,3,2
2026-03-02,MXM7,MIX-6.27,MIX,966725.0,3.0,3,114,36753600.0,2026,3,2
2026-03-02,MXU6,MIX-9.26,MIX,35033850.0,118.0,113,1914,568745100.0,2026,3,2
2026-03-02,MXZ6,MIX-12.26,MIX,2747300.0,9.0,9,434,132370000.0,2026,3,2
2026-03-02,MYH6,MOEXCNY-3.26,MOEXCNY,17340928.37,1312.0,38,3018,39611099.1,2026,3,2
2026-03-02,MYM6,MOEXCNY-6.26,MOEXCNY,241943.28,18.0,11,674,9057798.38,2026,3,2
2026-03-02,N2H6,NIKK-3.26,NIKK,33795200.06,11642.0,444,82926,241083296.46,2026,3,2
2026-03-02,N2M6,NIKK-6.26,NIKK,1212483.54,419.0,127,4984,14307319.6,2026,3,2
2026-03-02,NAH6,NASD-3.26,NASD,3903570234.16,205939.0,23508,786620,15013767566.6,2026,3,2
2026-03-02,NAM6,NASD-6.26,NASD,250880865.5,13227.0,4561,57812,1103022897.76,2026,3,2
2026-03-02,NAU6,NASD-9.26,NASD,20481074.25,1078.0,498,6738,128651127.06,2026,3,2
2026-03-02,NAZ6,NASD-12.26,NASD,5666810.84,296.0,126,2194,42271819.94,2026,3,2
2026-03-02,NBH6,BELUGA-3.26,BELUGA,7141889.0,16175.0,276,169946,74436348.0,2026,3,2
2026-03-02,NBM6,BELUGA-6.26,BELUGA,2358285.0,5286.0,223,20222,8978568.0,2026,3,2
2026-03-02,NCH6,NICKEL-3.26,NICKEL,30061013.51,2204.0,710,14460,192719698.8,2026,3,2
2026-03-02,NCM6,NICKEL-6.26,NICKEL,6594440.2,473.0,222,2926,40419676.22,2026,3,2
2026-03-02,NDH6,INDIA-3.26,INDIA,3338106.84,4650.0,85,13326,9521693.52,2026,3,2
2026-03-02,NGH6,NG-3.26,NG,49220432183.21,2119613.0,265293,986868,22893679661.76,2026,3,2
2026-03-02,NGJ6,NG-4.26,NG,3636410553.84,154304.0,48114,91840,2163845913.6,2026,3,2
2026-03-02,NGK6,NG-5.26,NG,268585772.81,10654.0,5089,10564,266182375.68,2026,3,2
2026-03-02,NGM6,NG-6.26,NG,58303963.29,2092.0,1269,3138,86987525.22,2026,3,2
2026-03-02,NGN6,NG-7.26,NG,15076016.41,523.0,366,674,19385945.22,2026,3,2
2026-03-02,NGQ6,NG-8.26,NG,10187946.13,346.0,240,626,18358007.14,2026,3,2
2026-03-02,NGU6,NG-9.26,NG,5507610.93,183.0,140,196,5933923.52,2026,3,2
2026-03-02,NMH6,NLMK-3.26,NLMK,83785682.0,7520.0,1640,55092,614881812.0,2026,3,2
2026-03-02,NMM6,NLMK-6.26,NLMK,5062176.0,437.0,173,3800,44064800.0,2026,3,2
2026-03-02,NRH6,NGM-3.26,NGM,2195087964.8,9438721.0,108669,5686868,1319182769.96,2026,3,2
2026-03-02,NRJ6,NGM-4.26,NGM,201432733.92,854734.0,19694,494932,116566384.64,2026,3,2
2026-03-02,NRK6,NGM-5.26,NGM,22781151.71,90278.0,4165,59474,15049300.96,2026,3,2
2026-03-02,NRM6,NGM-6.26,NGM,6662160.8,23832.0,2315,25286,6997394.78,2026,3,2
2026-03-02,NRN6,NGM-7.26,NGM,3791384.97,13095.0,1551,13168,3789355.36,2026,3,2
2026-03-02,NRQ6,NGM-8.26,NGM,1452372.7,4974.0,821,13264,3845631.52,2026,3,2
2026-03-02,NRU6,NGM-9.26,NGM,2366162.83,7991.0,836,23480,7082976.8,2026,3,2
2026-03-02,NVH6,NOTKM-3.26,NOTKM,993134440.0,79075.0,11386,113032,1430306928.0,2026,3,2
2026-03-02,NVM6,NOTKM-6.26,NOTKM,149553694.0,11787.0,2741,21556,273308524.0,2026,3,2
2026-03-02,OGH6,OGI-3.26,OGI,13674104.0,1867.0,290,1482,10940124.0,2026,3,2
2026-03-02,OGM6,OGI-6.26,OGI,1720361.0,219.0,110,352,2768832.0,2026,3,2
2026-03-02,OJH6,ORANGE-3.26,ORANGE,77763391.49,5747.0,1058,0,0.0,2026,3,2
2026-03-02,OJK6,ORANGE-5.26,ORANGE,46924221.96,3285.0,1376,3472,49543217.92,2026,3,2
2026-03-02,OJN6,ORANGE-7.26,ORANGE,601080.5,42.0,37,96,1373563.2,2026,3,2
2026-03-02,ONH6,OZON-3.26,OZON,62261981.0,13223.0,1631,22608,105511536.0,2026,3,2
2026-03-02,ONM6,OZON-6.26,OZON,14665329.0,2998.0,703,8698,42246186.0,2026,3,2
2026-03-02,PDH6,PLD-3.26,PLD,6066321149.76,43584.0,20815,50232,6888132822.48,2026,3,2
2026-03-02,PDM6,PLD-6.26,PLD,541142273.98,3754.0,2747,11962,1695602136.1,2026,3,2
2026-03-02,PDU6,PLD-9.26,PLD,32757255.98,218.0,205,518,76633251.52,2026,3,2
2026-03-02,PDZ6,PLD-12.26,PLD,24653334.0,158.0,148,336,51301461.12,2026,3,2
2026-03-02,PHH6,PHOR-3.26,PHOR,46869966.0,6691.0,1211,17568,123257088.0,2026,3,2
2026-03-02,PHM6,PHOR-6.26,PHOR,4053723.0,561.0,210,2254,16348262.0,2026,3,2
2026-03-02,PIH6,PIKK-3.26,PIKK,139976727.0,29745.0,2777,56856,270463992.0,2026,3,2
2026-03-02,PIM6,PIKK-6.26,PIKK,2099154.0,429.0,102,12214,60129522.0,2026,3,2
2026-03-02,PSH6,POSI-3.26,POSI,43929428.0,35844.0,1379,109914,131347230.0,2026,3,2
2026-03-02,PSM6,POSI-6.26,POSI,2286508.0,1804.0,108,5222,6496168.0,2026,3,2
2026-03-02,PTH6,PLT-3.26,PLT,11161804597.56,60618.0,28869,44816,8020154838.4,2026,3,2
2026-03-02,PTM6,PLT-6.26,PLT,548045480.84,2873.0,2255,9046,1671416303.3,2026,3,2
2026-03-02,PTU6,PLT-9.26,PLT,57341611.12,292.0,262,480,91285636.8,2026,3,2
2026-03-02,PTZ6,PLT-12.26,PLT,23756503.81,118.0,117,370,72387647.3,2026,3,2
2026-03-02,PXH6,PLZLM-3.26,PLZLM,633827304.0,24487.0,7086,45262,1150107420.0,2026,3,2
2026-03-02,PXM6,PLZLM-6.26,PLZLM,35548715.0,1338.0,887,4502,117893874.0,2026,3,2
2026-03-02,R2H6,R2000-3.26,R2000,3614809.62,181.0,58,2088,42250408.56,2026,3,2
2026-03-02,R2M6,R2000-6.26,R2000,2231507.43,108.0,45,692,14301591.68,2026,3,2
2026-03-02,RAH6,RASP-3.26,RASP,22086230.0,12982.0,610,9752,16276088.0,2026,3,2
2026-03-02,RAM6,RASP-6.26,RASP,1347757.0,764.0,68,1066,1848444.0,2026,3,2
2026-03-02,RBH6,RGBI-3.26,RGBI,1802009746.0,152859.0,6625,0,0.0,2026,3,2
2026-03-02,RBH7,RGBI-3.27,RGBI,453606.0,36.0,12,386,4863600.0,2026,3,2
2026-03-02,RBM6,RGBI-6.26,RGBI,1312610363.0,109504.0,8696,1103560,13239409320.0,2026,3,2
2026-03-02,RBU6,RGBI-9.26,RGBI,39501523.0,3237.0,620,69600,849398400.0,2026,3,2
2026-03-02,RBZ6,RGBI-12.26,RGBI,13634582.0,1099.0,186,37546,465270032.0,2026,3,2
2026-03-02,RDH6,RENI-3.26,RENI,23381067.0,2464.0,359,14408,137452320.0,2026,3,2
2026-03-02,RDM6,RENI-6.26,RENI,2836752.0,286.0,79,2832,28133088.0,2026,3,2
2026-03-02,RGBIF,RGBIF,RGBIF,70245310.0,5969.0,1393,126374,1487927476.0,2026,3,2
2026-03-02,RIH6,RTS-3.26,RTS,15036329372.53,83381.0,39945,51814,9293703603.1,2026,3,2
2026-03-02,RIH7,RTS-3.27,RTS,554090.29,3.0,3,40,7356795.6,2026,3,2
2026-03-02,RIM6,RTS-6.26,RTS,253595949.1,1399.0,1073,2764,497817157.64,2026,3,2
2026-03-02,RIM7,RTS-6.27,RTS,185216.4,1.0,1,14,2601889.08,2026,3,2
