TRADEDATE,SECID,SHORTNAME,ASSETCODE,VALUE,VOLUME,NUMTRADES,OPENPOSITION,OPENPOSITIONVALUE,year,month,day
2024-03-26,EuU4,Eu-9.24,Eu,943190711.0,9056.0,1415,26428,2754986860.0,2024,3,26
2024-03-26,EuZ4,Eu-12.24,Eu,428031.0,4.0,4,88,9411336.0,2024,3,26
2024-03-26,FLM4,FLOT-6.24,FLOT,25459294.0,1896.0,601,11666,157047692.0,2024,3,26
2024-03-26,FLU4,FLOT-9.24,FLOT,1725437.0,131.0,53,588,7855680.0,2024,3,26
2024-03-26,FLZ4,FLOT-12.24,FLOT,140004.0,10.0,3,134,1876000.0,2024,3,26
2024-03-26,FSM4,FEES-6.24,FEES,18998538.0,1599.0,367,5060,60542900.0,2024,3,26
2024-03-26,FSU4,FEES-9.24,FEES,60000.0,5.0,2,36,432000.0,2024,3,26
2024-03-26,FVM4,FIVE-6.24,FIVE,25049989.0,834.0,310,2054,61624108.0,2024,3,26
2024-03-26,GDH5,GOLD-3.25,GOLD,10072938.0,47.0,46,164,35270694.44,2024,3,26
2024-03-26,GDM4,GOLD-6.24,GOLD,35815348745.62,173716.0,46023,479046,98335046682.36,2024,3,26
2024-03-26,GDU4,GOLD-9.24,GOLD,145125120.04,694.0,648,2968,618359382.48,2024,3,26
2024-03-26,GDZ4,GOLD-12.24,GOLD,15531451.21,73.0,67,1248,264443412.48,2024,3,26
2024-03-26,GKM4,GMKN-6.24,GMKN,100476308.0,6612.0,1709,16350,248830650.0,2024,3,26
2024-03-26,GLDRUBF,GLDRUBF,GLDRUBTOM,162878747.1,24989.0,2960,516272,3360053057.6,2024,3,26
2024-03-26,GLH5,GL-3.25,GL,35993.4,5.0,5,18,127998.0,2024,3,26
2024-03-26,GLM4,GL-6.24,GL,39300350.6,5844.0,1150,69900,469441410.0,2024,3,26
2024-03-26,GLU4,GL-9.24,GL,3075982.1,445.0,167,2842,19595305.8,2024,3,26
2024-03-26,GLZ4,GL-12.24,GL,1022708.5,146.0,37,1016,7202728.8,2024,3,26
2024-03-26,GZH5,GAZR-3.25,GAZR,198315.0,11.0,5,648,11664000.0,2024,3,26
2024-03-26,GZH6,GAZR-3.26,GAZR,41167.0,2.0,2,82,1690594.0,2024,3,26
2024-03-26,GZM4,GAZR-6.24,GAZR,1571452655.0,95911.0,22315,382134,6259737054.0,2024,3,26
2024-03-26,GZM6,GAZR-6.26,GAZR,21820.0,1.0,1,124,2705680.0,2024,3,26
2024-03-26,GZU4,GAZR-9.24,GAZR,15646723.0,952.0,383,10256,168434288.0,2024,3,26
2024-03-26,GZZ4,GAZR-12.24,GAZR,415869.0,24.0,15,2314,39932698.0,2024,3,26
2024-03-26,GZZ5,GAZR-12.25,GAZR,80583.0,4.0,4,294,5912340.0,2024,3,26
2024-03-26,HKM4,HKD-6.24,HKD,35169856.0,2921.0,652,4740,57434580.0,2024,3,26
2024-03-26,HKU4,HKD-9.24,HKD,37570.0,3.0,3,224,2832704.0,2024,3,26
2024-03-26,HKZ4,HKD-12.24,HKD,13293.0,1.0,1,2,26584.0,2024,3,26
2024-03-26,HOM4,HOME-6.24,HOME,29800.0,1.0,1,756,22528800.0,2024,3,26
2024-03-26,HOU4,HOME-9.24,HOME,90010.0,3.0,3,124,3743560.0,2024,3,26
2024-03-26,HSM4,HANG-6.24,HANG,36710924.38,17854.0,888,539710,1104084747.0,2024,3,26
2024-03-26,HSU4,HANG-9.24,HANG,2079075.5,963.0,59,12124,26086968.32,2024,3,26
2024-03-26,HSZ4,HANG-12.24,HANG,116555.95,51.0,9,538,1211054.14,2024,3,26
2024-03-26,HYM4,HYDR-6.24,HYDR,9436128.0,1261.0,228,11494,85653288.0,2024,3,26
2024-03-26,HYU4,HYDR-9.24,HYDR,22486.0,3.0,3,76,569316.0,2024,3,26
2024-03-26,IMOEXF,IMOEXF,IMOEX,225106160.0,6855.0,1335,72858,2393021010.0,2024,3,26
2024-03-26,IRM4,IRAO-6.24,IRAO,4815482.0,122.0,71,2326,91435060.0,2024,3,26
2024-03-26,ISM4,ISKJ-6.24,ISKJ,430871.0,383.0,68,10494,11847726.0,2024,3,26
2024-03-26,ISU4,ISKJ-9.24,ISKJ,2342.0,2.0,1,206,241226.0,2024,3,26
2024-03-26,JPM4,UJPY-6.24,UJPY,544562.64,6.0,5,1060,96137972.0,2024,3,26
2024-03-26,KMM4,KMAZ-6.24,KMAZ,672122.0,362.0,99,4118,7610064.0,2024,3,26
2024-03-26,KMU4,KMAZ-9.24,KMAZ,46321.0,24.0,10,764,1473756.0,2024,3,26
2024-03-26,KMZ4,KMAZ-12.24,KMAZ,148845.0,73.0,5,482,997258.0,2024,3,26
2024-03-26,KZM4,KZT-6.24,KZT,18232008.0,895.0,59,134,2761472.0,2024,3,26
2024-03-26,LKM4,LKOH-6.24,LKOH,754754369.0,10362.0,5460,29998,2182864466.0,2024,3,26
2024-03-26,LKU4,LKOH-9.24,LKOH,4219237.0,56.0,46,898,67664300.0,2024,3,26
2024-03-26,LKZ4,LKOH-12.24,LKOH,232628.0,3.0,3,96,7440000.0,2024,3,26
2024-03-26,MCM4,MTLR-6.24,MTLR,30437646.0,1061.0,343,6278,179475464.0,2024,3,26
2024-03-26,MCU4,MTLR-9.24,MTLR,145025.0,5.0,5,152,4404504.0,2024,3,26
2024-03-26,MEM4,MOEX-6.24,MOEX,76058747.0,3644.0,945,8744,182146264.0,2024,3,26
2024-03-26,MEU4,MOEX-9.24,MOEX,2503594.0,118.0,63,430,9167600.0,2024,3,26
2024-03-26,MGM4,MAGN-6.24,MAGN,46414026.0,810.0,455,3848,220455768.0,2024,3,26
2024-03-26,MMH5,MXI-3.25,MXI,211683.0,6.0,6,242,8525660.0,2024,3,26
2024-03-26,MMM4,MXI-6.24,MXI,990902047.0,29783.0,9632,76488,2544143856.0,2024,3,26
2024-03-26,MMM5,MXI-6.25,MXI,364140.0,10.0,3,110,4005540.0,2024,3,26
2024-03-26,MMU4,MXI-9.24,MXI,3456839.5,103.0,79,2578,86633690.0,2024,3,26
2024-03-26,MMZ4,MXI-12.24,MXI,68576.5,2.0,2,658,22569400.0,2024,3,26
2024-03-26,MNM4,MGNT-6.24,MGNT,247397864.0,31815.0,9004,61480,476224080.0,2024,3,26
2024-03-26,MNU4,MGNT-9.24,MGNT,387858.0,50.0,17,642,5008242.0,2024,3,26
2024-03-26,MTM4,MTSI-6.24,MTSI,53616173.0,1757.0,623,6440,197759520.0,2024,3,26
2024-03-26,MTU4,MTSI-9.24,MTSI,1013190.0,35.0,17,256,7505664.0,2024,3,26
2024-03-26,MVH5,MVID-3.25,MVID,93720.0,38.0,10,110,255860.0,2024,3,26
2024-03-26,MVM4,MVID-6.24,MVID,2831596.0,1365.0,171,6874,14284172.0,2024,3,26
2024-03-26,MVU4,MVID-9.24,MVID,56670.0,27.0,9,984,2053608.0,2024,3,26
2024-03-26,MVZ4,MVID-12.24,MVID,6754.0,3.0,3,78,173940.0,2024,3,26
2024-03-26,MXM4,MIX-6.24,MIX,7529218225.0,22640.0,14125,132986,44227818950.0,2024,3,26
2024-03-26,MXU4,MIX-9.24,MIX,17782675.0,53.0,52,402,135041850.0,2024,3,26
2024-03-26,MXZ4,MIX-12.24,MIX,1726325.0,5.0,5,120,41448000.0,2024,3,26
2024-03-26,N2M4,NIKK-6.24,NIKK,78140.58,31.0,12,19848,50185866.48,2024,3,26
2024-03-26,N2U4,NIKK-9.24,NIKK,7686.23,3.0,3,292,747990.12,2024,3,26
2024-03-26,N2Z4,NIKK-12.24,NIKK,38404.65,15.0,10,104,262779.92,2024,3,26
2024-03-26,NAM4,NASD-6.24,NASD,571895013.34,33525.0,4407,796298,13579747572.8,2024,3,26
2024-03-26,NAU4,NASD-9.24,NASD,9219950.52,533.0,232,31752,548493573.6,2024,3,26
2024-03-26,NAZ4,NASD-12.24,NASD,1800395.44,104.0,79,4492,77937727.28,2024,3,26
2024-03-26,NGH4,NG-3.24,NG,12789781641.39,850557.0,26976,0,0.0,2024,3,26
2024-03-26,NGJ4,NG-4.24,NG,38847013785.84,2296607.0,154538,1273990,21454271877.8,2024,3,26
2024-03-26,NGK4,NG-5.24,NG,616726394.72,32181.0,9539,51622,987086975.68,2024,3,26
2024-03-26,NGM4,NG-6.24,NG,81643287.3,3680.0,1770,11228,248534587.0,2024,3,26
2024-03-26,NGN4,NG-7.24,NG,4456306.56,191.0,124,1676,39119130.52,2024,3,26
2024-03-26,NGQ4,NG-8.24,NG,7183115.01,303.0,124,1390,32997932.8,2024,3,26
2024-03-26,NGU4,NG-9.24,NG,2268459.5,92.0,47,110,2703152.1,2024,3,26
2024-03-26,NKM4,NOTK-6.24,NOTK,128712704.0,936.0,645,2556,350113212.0,2024,3,26
2024-03-26,NMM4,NLMK-6.24,NLMK,45131349.0,2023.0,962,8800,195791200.0,2024,3,26
2024-03-26,NMU4,NLMK-9.24,NLMK,200628.0,9.0,8,120,2677200.0,2024,3,26
2024-03-26,OZM4,OZON-6.24,OZON,58792038.0,1588.0,482,1850,68472200.0,2024,3,26
2024-03-26,PDM4,PLD-6.24,PLD,282682930.36,2889.0,2006,16538,1609225790.12,2024,3,26
2024-03-26,PDU4,PLD-9.24,PLD,3679661.22,36.0,35,500,50851070.0,2024,3,26
2024-03-26,PDZ4,PLD-12.24,PLD,321704.69,3.0,3,12,1286792.76,2024,3,26
2024-03-26,PHM4,PHOR-6.24,PHOR,9236801.0,1350.0,217,7344,50225616.0,2024,3,26
2024-03-26,PIM4,PIKK-6.24,PIKK,78484123.0,8843.0,1899,28022,248387008.0,2024,3,26
2024-03-26,POM4,POLY-6.24,POLY,28854914.0,8519.0,910,15756,53050452.0,2024,3,26
2024-03-26,PSM4,POSI-6.24,POSI,31929896.0,11397.0,810,40454,112988022.0,2024,3,26
2024-03-26,PSU4,POSI-9.24,POSI,111548.0,38.0,18,138,400062.0,2024,3,26
2024-03-26,PTM4,PLT-6.24,PLT,146416669.95,1694.0,985,16248,1403658220.8,2024,3,26
2024-03-26,PTU4,PLT-9.24,PLT,4691402.12,52.0,47,200,18043890.0,2024,3,26
2024-03-26,PTZ4,PLT-12.24,PLT,2998384.85,31.0,21,64,6158625.28,2024,3,26
2024-03-26,PZM4,PLZL-6.24,PLZL,69146561.0,577.0,364,3934,471478098.0,2024,3,26
2024-03-26,PZU4,PLZL-9.24,PLZL,365617.0,3.0,3,42,5096952.0,2024,3,26
2024-03-26,R2M4,R2000-6.24,R2000,1347903.91,69.0,27,110,2142121.3,2024,3,26
2024-03-26,RBM4,RGBI-6.24,RGBI,9390489.0,799.0,129,12206,143408294.0,2024,3,26
2024-03-26,RBU4,RGBI-9.24,RGBI,550925.0,46.0,16,1246,14889700.0,2024,3,26
2024-03-26,RIH5,RTS-3.25,RTS,205587.95,1.0,1,24,4934110.8,2024,3,26
2024-03-26,RIM4,RTS-6.24,RTS,10247173005.52,50043.0,26473,71792,14665034400.8,2024,3,26
2024-03-26,RIM5,RTS-6.25,RTS,205847.6,1.0,1,112,23054931.2,2024,3,26
2024-03-26,RIU4,RTS-9.24,RTS,15459564.94,76.0,74,530,107536316.3,2024,3,26
2024-03-26,RIZ4,RTS-12.24,RTS,608881.61,3.0,3,110,22380062.1,2024,3,26
2024-03-26,RLM4,RUAL-6.24,RUAL,23314098.0,6715.0,427,34808,120609720.0,2024,3,26
2024-03-26,RLU4,RUAL-9.24,RUAL,691780.0,196.0,43,328,1181456.0,2024,3,26
2024-03-26,RMM4,RTSM-6.24,RTSM,252677271.33,12343.0,2585,12406,253441801.82,2024,3,26
2024-03-26,RMU4,RTSM-9.24,RTSM,1143484.48,56.0,20,390,7956448.5,2024,3,26
2024-03-26,RNM4,ROSN-6.24,ROSN,212949603.0,3680.0,1511,46778,2706808970.0,2024,3,26
2024-03-26,RNU4,ROSN-9.24,ROSN,407081.0,7.0,7,358,20793356.0,2024,3,26
2024-03-26,RTM4,RTKM-6.24,RTKM,116334550.0,12008.0,2085,41966,404678138.0,2024,3,26
2024-03-26,RTU4,RTKM-9.24,RTKM,696004.0,73.0,28,272,2601136.0,2024,3,26
2024-03-26,S0M4,SOFL-6.24,SOFL,11466496.0,6724.0,207,8414,14488908.0,2024,3,26
2024-03-26,S0U4,SOFL-9.24,SOFL,10704.0,6.0,5,156,279240.0,2024,3,26
2024-03-26,SAK4,SUGR-5.24,SUGR,45923.2,1.0,1,92,4224934.4,2024,3,26
2024-03-26,SCM4,SVCB-6.24,SVCB,19630.0,10.0,1,764,1499732.0,2024,3,26
2024-03-26,SCU4,SVCB-9.24,SVCB,379469.0,183.0,17,1270,2623820.0,2024,3,26
2024-03-26,SEM4,SPBE-6.24,SPBE,1789.0,2.0,2,30,26730.0,2024,3,26
2024-03-26,SFH5,SPYF-3.25,SPYF,547828.55,11.0,10,156,7804160.52,2024,3,26
2024-03-26,SFM4,SPYF-6.24,SPYF,2017092729.19,40979.0,9176,691808,34034677551.68,2024,3,26
2024-03-26,SFU4,SPYF-9.24,SPYF,58943716.66,1186.0,684,21192,1054014212.64,2024,3,26
2024-03-26,SFZ4,SPYF-12.24,SPYF,2929851.94,59.0,35,6096,302435727.36,2024,3,26
2024-03-26,SGM4,SNGP-6.24,SNGP,183544518.0,2819.0,1040,19072,1253984000.0,2024,3,26
2024-03-26,SGU4,SNGP-9.24,SNGP,2964350.0,50.0,25,214,12594114.0,2024,3,26
2024-03-26,SiH5,Si-3.25,Si,402578.0,4.0,4,1576,158625976.0,2024,3,26
2024-03-26,SiM4,Si-6.24,Si,61052929703.0,642555.0,136058,5754294,547935383268.0,2024,3,26
2024-03-26,SiM5,Si-6.25,Si,102716.0,1.0,1,634,65222116.0,2024,3,26
2024-03-26,SiU4,Si-9.24,Si,1217149588.0,12562.0,3534,65350,6344635450.0,2024,3,26
2024-03-26,SiU5,Si-9.25,Si,210490.0,2.0,2,648,68305680.0,2024,3,26
2024-03-26,SiZ4,Si-12.24,Si,29321344.0,299.0,199,38336,3764518528.0,2024,3,26
2024-03-26,SiZ5,Si-12.25,Si,107694.0,1.0,1,50,5384700.0,2024,3,26
2024-03-26,SNM4,SNGR-6.24,SNGR,168495584.0,5541.0,1938,26888,809974112.0,2024,3,26
2024-03-26,SNU4,SNGR-9.24,SNGR,61213.0,2.0,2,38,1159152.0,2024,3,26
2024-03-26,SOM4,SIBN-6.24,SIBN,26932286.0,3482.0,583,31968,245738016.0,2024,3,26
2024-03-26,SOU4,SIBN-9.24,SIBN,7924.0,1.0,1,400,3169600.0,2024,3,26
2024-03-26,SPM4,SBPR-6.24,SBPR,63603350.0,2078.0,905,11580,353444760.0,2024,3,26
2024-03-26,SPU4,SBPR-9.24,SBPR,1855221.0,63.0,37,998,29258366.0,2024,3,26
2024-03-26,SRH5,SBRF-3.25,SBRF,1076210.0,33.0,16,346,11262300.0,2024,3,26
2024-03-26,SRM4,SBRF-6.24,SBRF,3130602417.0,102310.0,27352,462096,14099935248.0,2024,3,26
2024-03-26,SRU4,SBRF-9.24,SBRF,55650224.0,1897.0,715,56848,1664225200.0,2024,3,26
2024-03-26,SRZ4,SBRF-12.24,SBRF,7011750.0,226.0,120,3980,123260600.0,2024,3,26
2024-03-26,SSM4,SMLT-6.24,SMLT,18536936.0,5074.0,660,32010,116228310.0,2024,3,26
2024-03-26,SSU4,SMLT-9.24,SMLT,140926.0,37.0,11,564,2133612.0,2024,3,26
2024-03-26,SuJ4,SUGAR-4.24,SUGAR,302447.0,49.0,3,390,2407470.0,2024,3,26
2024-03-26,SuK4,SUGAR-5.24,SUGAR,6262.0,1.0,1,742,4646404.0,2024,3,26
2024-03-26,SuM4,SUGAR-6.24,SUGAR,31567.0,5.0,4,8,50456.0,2024,3,26
2024-03-26,SuN4,SUGAR-7.24,SUGAR,444959.0,70.0,7,120,765120.0,2024,3,26
2024-03-26,SuQ4,SUGAR-8.24,SUGAR,6434.0,1.0,1,2,12868.0,2024,3,26
2024-03-26,SVH5,SILV-3.25,SILV,541455.79,21.0,16,408,10423502.4,2024,3,26
2024-03-26,SVM4,SILV-6.24,SILV,3359466107.13,142888.0,16948,478254,11145078174.72,2024,3,26
2024-03-26,SVU4,SILV-9.24,SILV,48525193.51,2015.0,875,7532,179644225.6,2024,3,26
2024-03-26,SVZ4,SILV-12.24,SILV,3070744.03,123.0,67,1700,42012457.0,2024,3,26
2024-03-26,SXM4,STOX-6.24,STOX,1470234.57,289.0,31,15858,80777956.14,2024,3,26
2024-03-26,SXU4,STOX-9.24,STOX,84992.4,17.0,6,470,2418135.9,2024,3,26
2024-03-26,SZM4,SGZH-6.24,SGZH,16919509.0,4545.0,562,27788,103204632.0,2024,3,26
2024-03-26,SZU4,SGZH-9.24,SGZH,501850.0,133.0,29,1190,4444650.0,2024,3,26
2024-03-26,SZZ4,SGZH-12.24,SGZH,75666.0,20.0,10,446,1685880.0,2024,3,26
2024-03-26,TIM4,TCSI-6.24,TCSI,136610672.0,4197.0,1353,28690,933716050.0,2024,3,26
2024-03-26,TIU4,TCSI-9.24,TCSI,5846278.0,172.0,81,2126,72286126.0,2024,3,26
2024-03-26,TNM4,TRNF-6.24,TRNF,55480761.0,32956.0,1896,139924,235911864.0,2024,3,26
2024-03-26,TNU4,TRNF-9.24,TRNF,155202.0,95.0,44,15490,25372620.0,2024,3,26
2024-03-26,TTM4,TATN-6.24,TATN,112674667.0,1575.0,794,5296,381057792.0,2024,3,26
2024-03-26,TTU4,TATN-9.24,TATN,293132.0,4.0,4,62,4560224.0,2024,3,26
2024-03-26,TYH5,TRY-3.25,TRY,46519.0,19.0,4,158,386942.0,2024,3,26
2024-03-26,TYM4,TRY-6.24,TRY,4133287.0,1495.0,98,21460,58800400.0,2024,3,26
2024-03-26,TYU4,TRY-9.24,TRY,63093.0,24.0,20,10848,28313280.0,2024,3,26
2024-03-26,TYZ4,TRY-12.24,TRY,138176.0,56.0,7,1032,2580000.0,2024,3,26
2024-03-26,UCM4,UCNY-6.24,UCNY,359463620.79,3874.0,2419,22592,2099728720.0,2024,3,26
2024-03-26,USDRUBF,USDRUBF,USDRUBTOM,4851751840.0,52328.0,7507,349454,32404869420.0,2024,3,26
2024-03-26,UTM4,UKZT-6.24,UKZT,1514546.46,16.0,3,12,1136682.72,2024,3,26
2024-03-26,VBM4,VTBR-6.24,VTBR,389616428.0,165579.0,9632,1152488,2708346800.0,2024,3,26
2024-03-26,VBU4,VTBR-9.24,VTBR,4094095.0,1677.0,234,42682,104144080.0,2024,3,26
2024-03-26,VIJ4,RVI-4.24,RVI,87233.49,19.0,13,1064,4874173.36,2024,3,26
2024-03-26,VKM4,VKCO-6.24,VKCO,57873249.0,9017.0,1035,52624,338372320.0,2024,3,26
2024-03-26,VKU4,VKCO-9.24,VKCO,1010548.0,151.0,39,826,5525940.0,2024,3,26
2024-03-26,VKZ4,VKCO-12.24,VKCO,274674.0,38.0,8,100,705600.0,2024,3,26
2024-03-26,W4H4,WHEAT-3.24,WHEAT,1897190.0,146.0,24,4192,54579840.0,2024,3,26
2024-03-26,W4J4,WHEAT-4.24,WHEAT,5128040.0,388.0,74,3526,46684240.0,2024,3,26
2024-03-26,W4K4,WHEAT-5.24,WHEAT,888530.0,66.0,22,4922,66053240.0,2024,3,26
2024-03-26,W4M4,WHEAT-6.24,WHEAT,300960.0,22.0,3,834,11409120.0,2024,3,26
2024-03-26,W4N4,WHEAT-7.24,WHEAT,229310.0,16.0,6,292,4231080.0,2024,3,26
2024-03-26,WUM4,WUSH-6.24,WUSH,22906458.0,6921.0,787,19928,65284128.0,2024,3,26
2024-03-26,WUU4,WUSH-9.24,WUSH,128424.0,38.0,29,884,2957864.0,2024,3,26
2024-03-26,WUZ4,WUSH-12.24,WUSH,55610.0,16.0,12,130,443820.0,2024,3,26
2024-03-26,YNM4,YNDF-6.24,YNDF,548922446.0,13260.0,4035,14172,586564908.0,2024,3,26
